title,description,pubDate,guid,imgLink,actURL
Betsayda Machado and Parranda El Clavo,The Afro-Venezuelan collective brings the boisterous <em>parranda </em>sound to the Tiny Desk.,"Sat, 17 Feb 2018 11:42:00 -0500",529a7c5a-47e5-4005-a0f8-f1f3966345f7,https://media.npr.org/assets/img/2018/02/14/betsaydamachado_jkerrigan_wide-a0d41f025fd6bba8982dfdc09738dfbafa3648ea.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180215_ascvid_betsaydamachadopodcast-n.mp4?orgId=1&d=873&p=510292&story=585831770&t=podcast&e=585831770&ft=pod&f=510292
Nick Hakim,"The music of Nick Hakim occupies a space and time that feels out of this world, with songs that explore the quietude of inner thoughts.","Wed, 14 Feb 2018 10:52:00 -0500",f840b8cb-2825-4467-ac66-1a4f6ba853ab,https://media.npr.org/assets/img/2018/02/12/nickhakim_jkerrigan_wide-ca154738cda287ea05199e421ed5e41c118588ec.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180213_ascvid_nickhakimpodcast-n.mp4?orgId=1&d=874&p=510292&story=585101511&t=podcast&e=585101511&ft=pod&f=510292
Marlon Williams,"Marlon Williams has a heart-stopping voice, is in love with a good, traditional blues or country tune, and writes songs about vampires and horror films.","Mon, 12 Feb 2018 09:06:00 -0500",96520d56-f378-4631-9c70-3225712b7fb7,https://media.npr.org/assets/img/2018/02/12/marlonwilliams_ldoyle_wide-fd29c66ea1d866769094ad32e817f467ceb48841.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/10/20171012_ascvid_marlonwilliamspodcast-n.mp4?orgId=1&d=1055&p=510292&story=585063132&t=podcast&e=585063132&ft=pod&f=510292
The Crossrhodes,"The Crossrhodes showed up to the Tiny Desk with game faces on, bringing with it a locally cultivated, globally appreciated energy.","Fri, 09 Feb 2018 09:29:00 -0500",ae0ddaec-5b5b-42ee-8362-7d27c0bf4975,https://media.npr.org/assets/img/2018/02/09/thecrossrhodes_jsterner_wide-2fd9ca6a426f251749acbf585197982e9f780d2f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180208_ascvid_thecrossrhodespodcast-n.mp4?orgId=1&d=1171&p=510292&story=584493425&t=podcast&e=584493425&ft=pod&f=510292
Ibeyi,Lisa-Kaindé and Naomi Díaz never fail to mesmerize. Watch the twin sisters perform a four-song set at the Tiny Desk.,"Wed, 07 Feb 2018 09:12:00 -0500",7d09e3fb-24dd-4bda-8fa1-0fbff8b9d32f,https://media.npr.org/assets/img/2018/02/06/ibeyi_jkerrigan_wide-6ebdab0be73862526d96516c71699b08a2a37aba.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180206_ascvid_ibeyipodcast-n.mp4?orgId=1&d=1044&p=510292&story=583616085&t=podcast&e=583616085&ft=pod&f=510292
Hurray For The Riff Raff,"The music of Hurray For The Riff Raff builds bridges, unites people and forms communities. It's a spirit singer Alynda Segarra and the rest of the band bring to this memorable Tiny Desk performance.","Mon, 05 Feb 2018 09:23:00 -0500",cdb97c04-98c7-4945-b42e-876a8a65ee66,https://media.npr.org/assets/img/2018/02/05/hurrayfortheriffraff_charbage_wide-300fbd35089da44d4fdfed3022596749cac4a7ae.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180202_ascvid_hurrayfortheriffraffpodcast-n.mp4?orgId=1&d=1139&p=510292&story=583315337&t=podcast&e=583315337&ft=pod&f=510292
Vicente García,This under-the-radar singer from the Dominican Republic is starting to turn some heads. You'll see why in this Tiny Desk performance.,"Fri, 02 Feb 2018 09:08:00 -0500",761f1a2a-6527-4d49-b413-d5d2ba1646cb,https://media.npr.org/assets/img/2018/02/01/vicentegarcia_jkerrigan1_wide-10c14aead6b12ca3085dbc24fda829788e96592d.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/02/20180201_ascvid_vincentegarcia-n.mp4?orgId=1&d=699&p=510292&story=582481909&t=podcast&e=582481909&ft=pod&f=510292
Alice Smith,The beloved singer-songwriter premiered three new songs while turning NPR's headquarters into a Harlem speakeasy.,"Wed, 31 Jan 2018 09:21:00 -0500",17cce023-1342-4fe5-b03a-4055a6bf3136,https://media.npr.org/assets/img/2018/01/31/alicesmith_ljdoyle_wide-81ecf080b7f9e73566188290397784ec37284308.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180130_ascvid_alicesmith-n.mp4?orgId=1&d=878&p=510292&story=582092429&t=podcast&e=582092429&ft=pod&f=510292
Jamila Woods,"In three songs celebrating black ancestry and self-love, Woods demonstrated just how adept she is at creating songs rich with philosophical meaning that also move and groove.","Mon, 29 Jan 2018 09:06:00 -0500",94827c60-7d14-4ff3-9823-c547ea91de14,https://media.npr.org/assets/img/2018/01/29/jamilawoods_jkerrigan_wide-b83a8ac1a21d5906eaec92922a915b7c44be65d6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180126_ascvid_jamilawoods_1-n.mp4?orgId=1&d=727&p=510292&story=581530791&t=podcast&e=581530791&ft=pod&f=510292
Barbara Hannigan,"Eavesdrop on a beautiful recital of German songs from <em>fin de siècle</em> Vienna, when music was transitioning from the swells of romanticism to the uncharted waters of modernism.","Fri, 26 Jan 2018 10:01:00 -0500",ad5e7162-5b8f-40bb-b5a6-308b4abf20e5,https://media.npr.org/assets/img/2018/01/26/barbarahannigan_jkerrigan_wide-6d6404dac87f0ad0cc59459b7f56bc16cfb6b626.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180126_ascvid_barbara-n.mp4?orgId=1&d=1007&p=510292&story=580983604&t=podcast&e=580983604&ft=pod&f=510292
George Clinton & The P-Funk All Stars,"George Clinton brought his family, both immediate and extended, to the Tiny Desk for a set of classic cosmic slop.","Wed, 24 Jan 2018 09:24:00 -0500",85378e50-7a02-4755-b879-1b1b11b7461d,https://media.npr.org/assets/img/2018/01/24/george-clinton_cascanipsd_wide-20998e24509d65cfd62a7f6d37d6064332c8bd98.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180124_ascvid_georgeclinton-n.mp4?orgId=1&d=792&p=510292&story=580208933&t=podcast&e=580208933&ft=pod&f=510292
St. Vincent,"The singer performed at the Tiny Desk without a warmup or soundcheck, with just her acoustic guitar and un-amplified voice, letting the wordplay in her songs shine through.","Mon, 22 Jan 2018 11:46:00 -0500",52d2ded2-d104-4748-9b70-27c6140841fd,https://media.npr.org/assets/img/2018/01/19/stvincent_jkerrigan_wide-16a8717c5b69e7f19e3865d3180d076151aeb854.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/tinydesk/2018/01/20180119_tinydesk_stvincentpodcast-n.mp4?orgId=1&d=744&p=510292&story=579090713&t=podcast&e=579090713&ft=pod&f=510292
Amadou and Mariam,"The Malian musicians, who've been playing together for nearly 40 years, bring some of the most lyrical melodies and joyful sounds we've ever had at the Tiny Desk.","Fri, 19 Jan 2018 09:14:00 -0500",41c36949-dc40-49dc-941d-feec142abc93,https://media.npr.org/assets/img/2018/01/19/amadouandmariam_charbage_wide-fe4fe8152a8b4bf7889224c11c459763b68994fe.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180118_ascvid_amadouandmariam-n.mp4?orgId=1&d=668&p=510292&story=579087507&t=podcast&e=579087507&ft=pod&f=510292
The Lemon Twigs,"Brothers Brian and Michael D'Addario seem like they beamed into the Tiny Desk from the year 1971, untouched by the 21st century.","Wed, 17 Jan 2018 08:39:00 -0500",b776fae0-1b52-4235-af09-8085564e378e,https://media.npr.org/assets/img/2018/01/16/lemontwigs_jkerrigan_wide-eba1e6e5f656b85f3455211cda140497bace7ad6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180116_ascvid_thelemontwigspodcast-n.mp4?orgId=1&d=669&p=510292&story=578299864&t=podcast&e=578299864&ft=pod&f=510292
AHI,The Ontario-based singer has a gruff but sweet voice with openly honest words behind soulful tunes of hope.,"Tue, 16 Jan 2018 09:12:00 -0500",714d90ef-ec98-43ed-84b7-1007b0ca86de,https://media.npr.org/assets/img/2018/01/10/ahi_jkerrigan_wide-891342189144bb8d1a0fe2131f476faf71dc2f8e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180111_ascvid_ahi-n.mp4?orgId=1&d=690&p=510292&story=577100658&t=podcast&e=577100658&ft=pod&f=510292
"Artists From the ""Take Me to the River"" Tour","More than a dozen artists gather behind the Tiny Desk to celebrate Memphis soul in a joyful, triumphant performance.","Tue, 16 Jan 2018 09:12:00 -0500",569ed132-3234-4b60-ac4f-dd4159e67864,https://media.npr.org/assets/img/2018/01/10/takemetotherivertour_jsterner_wide-ac26ab876f94da3afdd87602ce3baf5ca1f7b7b6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180112_ascvid_takemetotheriver-n.mp4?orgId=1&d=937&p=510292&story=577099585&t=podcast&e=577099585&ft=pod&f=510292
Julien Baker,"Julien Baker's <em>Turn Out The Lights </em>brought her much-deserved critical acclaim and wider attention in 2017. Before its release, we asked her to make a rare return to the Tiny Desk for something special.","Wed, 10 Jan 2018 08:57:00 -0500",e8ade6e0-42d4-4ab2-98d2-1496d4e9f094,https://media.npr.org/assets/img/2018/01/09/julienbaker_jkerrigan_wide-bc85465e1349d862f8fc89e1d605006d3e3eda9e.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180109_ascvid_julienbakerpodcast-n.mp4?orgId=1&d=938&p=510292&story=576768856&t=podcast&e=576768856&ft=pod&f=510292
The Weather Station,One of the joys of listening to The Weather station is the tension and release in the group's enchanting music. It's what made the band's most recent album one of Bob Boilen's favorite of 2017.,"Mon, 08 Jan 2018 13:52:00 -0500",f5528ec9-91bb-42e4-9f2d-60e4fe9af8f0,https://media.npr.org/assets/img/2018/01/05/theweatherstation_jkerrigan_wide-765f3861f198c7b5b506b591b9f4bd0e0050a17f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180105_ascvid_theweatherstationpodcast-n.mp4?orgId=1&d=773&p=510292&story=575935229&t=podcast&e=575935229&ft=pod&f=510292
Lo Moon,"The LA band's signature sound is intimate and demonstrative, haunting yet uplifting, an old-fashioned rock beat under glimmering guitar and keys. And at the Tiny Desk, it was at ease.","Fri, 05 Jan 2018 09:14:00 -0500",384f980e-6564-47d8-b4fd-5dd14e8c3c66,https://media.npr.org/assets/img/2018/01/04/lomoon_cascani2_wide-9e27d691647430c103945b74762730d19c05a685.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180104_ascvid_lomoon-n.mp4?orgId=1&d=917&p=510292&story=575289270&t=podcast&e=575289270&ft=pod&f=510292
Open Mike Eagle,The indie rap denizen behind one of 2017's most inventive albums came to the nation's capital to represent all the <em>Brick Body Kids</em> who <em>Still Daydream</em>.,"Wed, 03 Jan 2018 08:58:00 -0500",2f2e075d-4034-40e2-9672-0c15aea9a7a7,https://media.npr.org/assets/img/2018/01/02/openmikeeagle_jkerrigan_wide-8862b9de0941beba3fb398a92d24115f51141233.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2018/01/20180102_ascvid_openmikepodcast2-n.mp4?orgId=1&d=778&p=510292&story=575088618&t=podcast&e=575088618&ft=pod&f=510292
Hanson Holiday Tiny Desk Concert,"Frantic time-lapse set decoration. An intrusive snow machine. Ugly holiday sweaters. It's time to hunker down and soak up a raucous and reverent Christmas party, courtesy of Hanson.","Mon, 18 Dec 2017 09:23:00 -0500",9d7ef404-df36-49a6-a68b-20cd03763300,https://media.npr.org/assets/img/2017/12/07/hanson_jkerrigan2_wide-85b45b6f71fa2e2bb2d3766bf4ea9076bfac6ae9.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/201712007_ascvid_holidaypodcasts-n.mp4?orgId=1&d=815&p=510292&story=569099800&t=podcast&e=569099800&ft=pod&f=510292
This is the Kit,"Effortless storytelling is at the heart of This Is The Kit. And the stories the band's only permanent member, Kate Stables, weaves are profound but sweet with a tone that quietly reels you in.","Mon, 18 Dec 2017 09:21:00 -0500",a1f4958b-05b5-46df-89d9-a1f79623434d,https://media.npr.org/assets/img/2017/12/12/thisisthekit_jkerrigan_wide-6e67e2ef71fe277d1eb6bac2167485d6df4739cc.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/20171212_ascvid_thisisthekitpodcast-n.mp4?orgId=1&d=744&p=510292&story=570120732&t=podcast&e=570120732&ft=pod&f=510292
Cigarettes After Sex,This comes close to the quietest Tiny Desk Concert we've ever had. The music Cigarettes After Sex makes is incredibly hushed. It's a sound so minimal it barely exists.,"Wed, 13 Dec 2017 08:49:00 -0500",054f0844-a27e-4735-925c-32ed882a33a4,https://media.npr.org/assets/img/2017/12/11/cigarettesaftersex_jkerrigan_wide-8483398b8eee59539a2729de6ebc84011dbc705c.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/20171211_ascvid_cigarettesaftersexpodcast-n.mp4?orgId=1&d=914&p=510292&story=569959953&t=podcast&e=569959953&ft=pod&f=510292
"Tyler, The Creator","Tyler, The Creator performs songs from his latest album <em>Flower Boy.</em>","Mon, 11 Dec 2017 09:06:00 -0500",fb2d9b59-962b-4b53-bae9-a39d7d0606a9,https://media.npr.org/assets/img/2017/12/08/tylerthecreator_jkerrigan_wide-5bf707d23827d7dde0807738e22424de29f55fae.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/20171209_ascvid_tylerthecreator-n.mp4?orgId=1&d=1484&p=510292&story=569379877&t=podcast&e=569379877&ft=pod&f=510292
Courtney Barnett and Kurt Vile,"The two singers, songwriters and guitarists bring out the adolescence in each other, poking jabs, goofing around and having fun at the Tiny Desk.","Fri, 08 Dec 2017 09:25:00 -0500",20b3f912-f233-4c77-836c-fdb98ab4a19f,https://media.npr.org/assets/img/2017/12/07/kurtandkourtney_jkerrigan_wide-f3bd7f1a9d11627eb9c730590d45d1cfe2b9a8cb.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/20171207_ascvid_kurtandcourtneypodcast-n.mp4?orgId=1&d=1220&p=510292&story=569220935&t=podcast&e=569220935&ft=pod&f=510292
King Krule,"King Krule, the musical project of English singer, songwriter and rapper, Archy Marshall, brings its twisted, woozy tones to the Tiny Desk.","Wed, 06 Dec 2017 12:01:00 -0500",3cb8d2ac-99d3-48e9-b367-29f9d550275b,https://media.npr.org/assets/img/2017/12/05/kingkrule_jkerrigan_wide-ee511ea8ee9af70f17f57bc139b5be000b946791.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/20171205_ascvid_kingkrule-n.mp4?orgId=1&d=1017&p=510292&story=568615607&t=podcast&e=568615607&ft=pod&f=510292
Ted Leo,"Leo's work has, more often than not through the decades, addressed an anxious world, growing and shifting with it and with its listeners. Seven years after his last solo album, he's turned inwards.","Mon, 04 Dec 2017 09:21:00 -0500",06a69108-53ed-4334-9937-979d8b0f41de,https://media.npr.org/assets/img/2017/12/01/tedleo_charbage_wide-937299b3d69a69380d24d68a52fc474b9447310f.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/12/20171201_ascvid_tedleo-n.mp4?orgId=1&d=810&p=510292&story=567806454&t=podcast&e=567806454&ft=pod&f=510292
Walter Martin,"Best known for his role with The Walkmen, as a solo artist he makes unabashedly joyful, sweetly innocent and playful music. And only he would arrive with a barbershop quartet.","Fri, 01 Dec 2017 14:28:00 -0500",69715b79-a733-4bc1-93c7-8e56f11c235a,https://media.npr.org/assets/img/2017/11/29/waltermartin_jkerrigan_wide-e57451995d5cc614345a45ed081ff0bcc311e1a0.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171130_ascvid_waltermartinpodcast-n.mp4?orgId=1&d=978&p=510292&story=567228071&t=podcast&e=567228071&ft=pod&f=510292
Moses Sumney,"The Los-Angeles-based force of nature, one of the most inspired talents of today, shows off a spontaneous side at (and around) the Tiny Desk.","Wed, 29 Nov 2017 09:01:00 -0500",67bef9ae-9dbf-48d9-911b-3676922565fe,https://media.npr.org/assets/img/2017/11/28/mosessumney_jkerrigan_wide-328cefbc277c073d6c6da045a4f4bac7c3d1c27a.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171128_ascvid_mosessumneypodcast-n.mp4?orgId=1&d=1242&p=510292&story=566909841&t=podcast&e=566909841&ft=pod&f=510292
Phoebe Bridgers,"Her songs come laden with finely detailed observations about hypnotherapy, Jeffrey Dahmer and everything in between. They receive a languid, impeccably-phrased performance at the Tiny Desk.","Mon, 27 Nov 2017 10:09:00 -0500",8aa3ed83-ac72-4d61-9610-f56aaa6742e5,https://media.npr.org/assets/img/2017/11/20/phoebebridgers_jkerrigan_wide-d222eea14c9e2ae78d021b7e78735a8c4903e5c6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171121_ascvid_phoebebridgerspodcast-n.mp4?orgId=1&d=765&p=510292&story=565377801&t=podcast&e=565377801&ft=pod&f=510292
Ledisi,"In person, the master R&B vocalist impresses not just with her exquisite artistry, but with her radiant spirit of contentment and grace. Just ask her makeup artist.","Mon, 27 Nov 2017 09:23:00 -0500",4660ec96-957c-46ad-9bb8-f29cb21d669f,https://media.npr.org/assets/img/2017/11/27/ledisi_wide-c32e90df3783e8772300f118dff569b6244afce7.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171120_ascvid_ledisi-n.mp4?orgId=1&d=1157&p=510292&story=565333565&t=podcast&e=565333565&ft=pod&f=510292
David Greilsammer,"With a knack for cunning juxtapositions, the adventurous pianist stitches together a baroque sonata, a slice of French serenity and a quirky portrait of a mysterious barn owl.","Mon, 27 Nov 2017 09:21:00 -0500",2e6e653c-e018-4c5e-9d53-467af0c7a651,https://media.npr.org/assets/img/2017/11/20/davidgreilsammer_jkerrigan_wide-683de097d18f1f9230af32408d81b5d5b4c52361.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171120_ascvid_davidgreilsammerpodcast-n.mp4?orgId=1&d=828&p=510292&story=565349728&t=podcast&e=565349728&ft=pod&f=510292
Billy Corgan,"Billy Corgan, complicated frontman of The Smashing Pumpkins, has had a tumultuous decade-and-a-half. His visit to the Tiny Desk, with a string quartet backing him, was anything but.","Mon, 20 Nov 2017 09:20:00 -0500",4f5fd52c-a046-4966-90f3-8cb3f3f2a549,https://media.npr.org/assets/img/2017/11/17/billycorgan_jkerrigan_wide-8254681fa504299d152ccbd8d3414b28f7d4928d.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171117_ascvid_billycorganpodcast-n.mp4?orgId=1&d=746&p=510292&story=564879446&t=podcast&e=564879446&ft=pod&f=510292
Benjamin Booker,"Benjamin Booker has a deeply tender voice that, at times, can feel like a whisper But it always cuts to the heart.","Fri, 17 Nov 2017 09:25:00 -0500",5a5bb055-9b72-40c6-b688-9db073da7536,https://media.npr.org/assets/img/2017/11/16/benjaminbooker_charbage_wide-dfa86ed06dfa250d180530ae0095bda7d2caa9a6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171116_ascvid_benjaminbookerpodcast-n.mp4?orgId=1&d=722&p=510292&story=564632012&t=podcast&e=564632012&ft=pod&f=510292
"Now, Now","The band has new tools in its arsenal, but even in a stripped-down Tiny Desk performance, its focus on tiny moments between people just outside of love is as sharp as ever.","Wed, 15 Nov 2017 08:45:00 -0500",ef79e0a3-4e00-42da-8047-31928b117b54,https://media.npr.org/assets/img/2017/11/14/nownow_cascani_wide-51ada3ae19c8d975163631019fb589d56df84427.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171114_ascvid_nownowpodcasts-n.mp4?orgId=1&d=759&p=510292&story=564039759&t=podcast&e=564039759&ft=pod&f=510292
Aminé,The Portland artist with the most mispronounced name in hip-hop puts on an unforgettable performance.,"Tue, 14 Nov 2017 09:11:00 -0500",0db5ef21-8caf-4815-94b7-cc0248345b28,https://media.npr.org/assets/img/2017/11/13/amine_jkerrigan_wide-6c67ebb428c89204ac890797f3bc536bda9f595a.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171113_ascvid_aminepodcast-n.mp4?orgId=1&d=773&p=510292&story=563736151&t=podcast&e=563736151&ft=pod&f=510292
The Mynabirds,Singer Laura Burhenn is joined by Jessica Lea Mayfield and the Umoja Choir for songs inspired by the political and cultural upheaval of 2016.,"Fri, 10 Nov 2017 08:50:00 -0500",389948fd-9357-4592-9af9-54bd667733f0,https://media.npr.org/assets/img/2017/11/09/mynabirds_jkerrigan_wide-ae106ff0246ac36aa527280cdcc4cfd5c9732cf3.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171109_ascvid_myrabirdspodcast-n.mp4?orgId=1&d=1190&p=510292&story=563095729&t=podcast&e=563095729&ft=pod&f=510292
Ani DiFranco,"With the help of a backing band that includes Ivan Neville and Jenny Scheinman, the iconic singer-songwriter plays three songs from across her tough and uncompromising career.","Thu, 09 Nov 2017 13:42:00 -0500",f3f318c2-eee3-4352-afa0-f87395edc870,https://media.npr.org/assets/img/2017/11/07/anidifranco_jkerrigan_wide-965a6adc548872cb2d10c649991df6e4453d5cea.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171107_ascvid_anidifrancopodcast-n.mp4?orgId=1&d=1197&p=510292&story=562582953&t=podcast&e=562582953&ft=pod&f=510292
Wyclef Jean,"The hip-hop statesman walked through our doors greeting and charming anyone within arm's reach. Once in front of an audience, he was in attack mode, including a unique rendition of his signature hit.","Mon, 06 Nov 2017 09:54:00 -0500",10d0ab59-5e32-463e-8ed1-f64cd61b7ba5,https://media.npr.org/assets/img/2017/11/06/wyclef-jeancascani_wide-9c8817883b880bc6aa8efc4130499bd0f9d58fa6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171102_ascvid_wyclefjeanpodcast-n.mp4?orgId=1&d=1528&p=510292&story=562305069&t=podcast&e=562305069&ft=pod&f=510292
Nate Smith + KINFOLK,The drums take center stage at this Tiny Desk. Watch veteran jazz percussionist Nate Smith dazzle the NPR audience in a transfixing performance.,"Mon, 06 Nov 2017 09:42:00 -0500",2349b2d2-c462-4fb2-a266-900e0f6fba5e,https://media.npr.org/assets/img/2017/11/02/natesmithband_cascani_wide-ac96c7b3cfa5faf05988d4741a4b7b65766c0ac9.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/11/20171102_ascvid_natesmithband-n.mp4?orgId=1&d=1050&p=510292&story=561603251&t=podcast&e=561603251&ft=pod&f=510292
Gracie and Rachel,"Gracie And Rachel mix piano pop with darker, classic violin arrangements to make songs full of mystery and tension. They're joined in this Tiny Desk performance by percussionist Richard Watts.","Wed, 01 Nov 2017 09:05:00 -0400",96ee6975-b07f-40d5-b88b-a0de6c1b99a5,https://media.npr.org/assets/img/2017/10/31/gracieandrachel_nwalker_wide-ae400eda9ffb53d8afac27a0bcca0664b144dddb.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/10/20171031_ascvid_gracieandrachelpodcast-n.mp4?orgId=1&d=769&p=510292&story=561078782&t=podcast&e=561078782&ft=pod&f=510292
The Roots feat. Bilal,"Yes, it happened. Black Thought, Questlove and the entire crew packed in behind the Tiny Desk to perform a new song called ""It Ain't Fair.""","Mon, 30 Oct 2017 14:26:00 -0400",b128b11d-ecbe-48b8-9cee-6bd8ea9bd035,https://media.npr.org/assets/img/2017/10/27/theroots_charbage_wide-fa176ce5ad7f6c02453cfbd023447aa9483fd4b6.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/10/20171027_ascvid_therootspodcast-n.mp4?orgId=1&d=738&p=510292&story=560399695&t=podcast&e=560399695&ft=pod&f=510292
Natalia Lafourcade,The Grammy-nominated singer's Tiny Desk is an ode to a magical time in Mexican popular music.,"Fri, 27 Oct 2017 11:09:00 -0400",af5f6aec-e2cf-46d2-a7a6-be8993847c60,https://media.npr.org/assets/img/2017/10/26/natalialafourcade_ljdoyle_wide-19981a11660c07ba72b934f7de4c4a139f76ee25.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/10/20171025_ascvid_natalielafourcadepodcast-n.mp4?orgId=1&d=934&p=510292&story=560181345&t=podcast&e=560181345&ft=pod&f=510292
Japanese Breakfast,"For this Tiny Desk concert, Japanese Breakfast's Michelle Zauner replaced her gauzy synths with a string quartet. The result is something to behold.","Wed, 25 Oct 2017 08:42:00 -0400",07d42e14-f65c-4677-8f68-5cd1d1454a29,https://media.npr.org/assets/img/2017/10/23/japanesebreakfast__cascani_wide-80426bfa47f5210761576706c0b1d6a66abd5474.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/10/20171024_ascvid_japanesebreakfastpodcast-n.mp4?orgId=1&d=683&p=510292&story=559603111&t=podcast&e=559603111&ft=pod&f=510292
Shabazz Palaces,Hip-hop's otherworldly lot touches down on Bob Boilen's desk for some Afrofuturistic mind travel.,"Mon, 23 Oct 2017 10:24:00 -0400",8abbb206-f2a9-4b55-bf6a-a83339f1d831,https://media.npr.org/assets/img/2017/10/20/shabazzpalaces_msmith_wide-f95bde7c34070c635efa353f96b96def2afe1e02.jpg?s=1400,https://play.podtrac.com/npr-510292/ondemand.npr.org/npr-mp4/npr/ascvid/2017/10/20171020_ascvid_shabazzpalacespodcast-n.mp4?orgId=1&d=697&p=510292&story=558994130&t=podcast&e=558994130&ft=pod&f=510292
